codigNomeMateria;codigoTurma;ano;semestre;professor;cargahoraria;horario;vagasOfertadas;vagasOcupadas;local;salaSeparada;predio;lotacao;horarioSeparado;percDisciplina;percOcupacaoReal;percOcupacaoTotal
FGA0085 - MATEMÁTICA DISCRETA 1;2;2022;2;GLAUCO VITOR PEDROSA;60h;46T23;69;62;FGA - SALA S7;S07;UAC;60;4T3 - Quarta 15h;89.85507246376811;103.33333333333334;114.99999999999999
FGA0085 - MATEMÁTICA DISCRETA 1;2;2022;2;GLAUCO VITOR PEDROSA;60h;46T23;69;62;FGA - SALA S7;S07;UAC;60;6T2 - Sexta 14h;89.85507246376811;103.33333333333334;114.99999999999999
FGA0085 - MATEMÁTICA DISCRETA 1;2;2022;2;GLAUCO VITOR PEDROSA;60h;46T23;69;62;FGA - SALA S7;S07;UAC;60;6T3 - Sexta 15h;89.85507246376811;103.33333333333334;114.99999999999999
FGA0086 - TEORIA DE ELETRICIDADE APLICADA;1;2022;2;FLAVIO HENRIQUE JUSTINIANO RIBEIRO DA SILVA;60h;24T45;43;39;FGA - SALA S8;S08;UAC;45;2T4 - Segunda 16h;90.69767441860465;86.66666666666667;95.55555555555556
FGA0086 - TEORIA DE ELETRICIDADE APLICADA;1;2022;2;FLAVIO HENRIQUE JUSTINIANO RIBEIRO DA SILVA;60h;24T45;43;39;FGA - SALA S8;S08;UAC;45;2T5 - Segunda 17h;90.69767441860465;86.66666666666667;95.55555555555556
FGA0086 - TEORIA DE ELETRICIDADE APLICADA;1;2022;2;FLAVIO HENRIQUE JUSTINIANO RIBEIRO DA SILVA;60h;24T45;43;39;FGA - SALA S8;S08;UAC;45;4T4 - Quarta 16h;90.69767441860465;86.66666666666667;95.55555555555556
FGA0086 - TEORIA DE ELETRICIDADE APLICADA;1;2022;2;FLAVIO HENRIQUE JUSTINIANO RIBEIRO DA SILVA;60h;24T45;43;39;FGA - SALA S8;S08;UAC;45;4T5 - Quarta 17h;90.69767441860465;86.66666666666667;95.55555555555556
FGA0086 - TEORIA DE ELETRICIDADE APLICADA;2;2022;2;JORGE ANDRES CORMANE ANGARITA;60h;24M12;43;38;FGA - SALA I8;I08;UAC;45;2M1 - Segunda 08h;88.37209302325581;84.44444444444444;95.55555555555556
FGA0086 - TEORIA DE ELETRICIDADE APLICADA;2;2022;2;JORGE ANDRES CORMANE ANGARITA;60h;24M12;43;38;FGA - SALA I8;I08;UAC;45;2M2 - Segunda 09h;88.37209302325581;84.44444444444444;95.55555555555556
FGA0086 - TEORIA DE ELETRICIDADE APLICADA;2;2022;2;JORGE ANDRES CORMANE ANGARITA;60h;24M12;43;38;FGA - SALA I8;I08;UAC;45;4M1 - Quarta 08h;88.37209302325581;84.44444444444444;95.55555555555556
FGA0086 - TEORIA DE ELETRICIDADE APLICADA;2;2022;2;JORGE ANDRES CORMANE ANGARITA;60h;24M12;43;38;FGA - SALA I8;I08;UAC;45;4M2 - Quarta 09h;88.37209302325581;84.44444444444444;95.55555555555556
FGA0087 - LABORATÓRIO DE ELETRICIDADE APLICADA;1;2022;2;LOANA NUNES VELASCO;30h;2T45;20;17;FGA - SALA LAB ELETR;Lab.Eletr.;UED;20;2T4 - Segunda 16h;85.0;85.0;100.0
FGA0087 - LABORATÓRIO DE ELETRICIDADE APLICADA;1;2022;2;LOANA NUNES VELASCO;30h;2T45;20;17;FGA - SALA LAB ELETR;Lab.Eletr.;UED;20;2T5 - Segunda 17h;85.0;85.0;100.0
FGA0087 - LABORATÓRIO DE ELETRICIDADE APLICADA;2;2022;2;RUDI HENRI VAN ELS;30h;6M34;20;16;FGA - SALA LAB ELETR;Lab.Eletr.;UED;20;6M3 - Sexta 10h;80.0;80.0;100.0
FGA0087 - LABORATÓRIO DE ELETRICIDADE APLICADA;2;2022;2;RUDI HENRI VAN ELS;30h;6M34;20;16;FGA - SALA LAB ELETR;Lab.Eletr.;UED;20;6M4 - Sexta 11h;80.0;80.0;100.0
FGA0087 - LABORATÓRIO DE ELETRICIDADE APLICADA;3;2022;2;JORGE ANDRES CORMANE ANGARITA;30h;2M34;18;16;FGA - SALA LAB ELETR;Lab.Eletr.;UED;20;2M3 - Segunda 10h;88.88888888888889;80.0;90.0
FGA0087 - LABORATÓRIO DE ELETRICIDADE APLICADA;3;2022;2;JORGE ANDRES CORMANE ANGARITA;30h;2M34;18;16;FGA - SALA LAB ELETR;Lab.Eletr.;UED;20;2M4 - Segunda 11h;88.88888888888889;80.0;90.0
FGA0087 - LABORATÓRIO DE ELETRICIDADE APLICADA;4;2022;2;JORGE ANDRES CORMANE ANGARITA;30h;4M34;20;13;FGA - SALA LAB ELETR;Lab.Eletr.;UED;20;4M3 - Quarta 10h;65.0;65.0;100.0
FGA0087 - LABORATÓRIO DE ELETRICIDADE APLICADA;4;2022;2;JORGE ANDRES CORMANE ANGARITA;30h;4M34;20;13;FGA - SALA LAB ELETR;Lab.Eletr.;UED;20;4M4 - Quarta 11h;65.0;65.0;100.0
FGA0087 - LABORATÓRIO DE ELETRICIDADE APLICADA;5;2022;2;RUDI HENRI VAN ELS;30h;6M12;18;18;FGA - SALA LAB ELETR;Lab.Eletr.;UED;20;6M1 - Sexta 08h;100.0;90.0;90.0
FGA0087 - LABORATÓRIO DE ELETRICIDADE APLICADA;5;2022;2;RUDI HENRI VAN ELS;30h;6M12;18;18;FGA - SALA LAB ELETR;Lab.Eletr.;UED;20;6M2 - Sexta 09h;100.0;90.0;90.0
FGA0088 - TEORIA DE SISTEMAS DE CONVERSÃO DE ENERGIA;1;2022;2;FLAVIO HENRIQUE JUSTINIANO RIBEIRO DA SILVA;60h;46M12;60;19;FGA - SALA S6;S06;UAC;60;4M1 - Quarta 08h;31.666666666666664;31.666666666666664;100.0
FGA0088 - TEORIA DE SISTEMAS DE CONVERSÃO DE ENERGIA;1;2022;2;FLAVIO HENRIQUE JUSTINIANO RIBEIRO DA SILVA;60h;46M12;60;19;FGA - SALA S6;S06;UAC;60;4M2 - Quarta 09h;31.666666666666664;31.666666666666664;100.0
FGA0088 - TEORIA DE SISTEMAS DE CONVERSÃO DE ENERGIA;1;2022;2;FLAVIO HENRIQUE JUSTINIANO RIBEIRO DA SILVA;60h;46M12;60;19;FGA - SALA S6;S06;UAC;60;6M1 - Sexta 08h;31.666666666666664;31.666666666666664;100.0
FGA0088 - TEORIA DE SISTEMAS DE CONVERSÃO DE ENERGIA;1;2022;2;FLAVIO HENRIQUE JUSTINIANO RIBEIRO DA SILVA;60h;46M12;60;19;FGA - SALA S6;S06;UAC;60;6M2 - Sexta 09h;31.666666666666664;31.666666666666664;100.0
FGA0089 - LABORATÓRIO DE SISTEMAS DE CONVERSÃO DE ENERGIA;1;2022;2;RUDI HENRI VAN ELS;30h;4T45;20;8;FGA - SALA LAB ELETR;Lab.Eletr.;UED;20;4T4 - Quarta 16h;40.0;40.0;100.0
FGA0089 - LABORATÓRIO DE SISTEMAS DE CONVERSÃO DE ENERGIA;1;2022;2;RUDI HENRI VAN ELS;30h;4T45;20;8;FGA - SALA LAB ELETR;Lab.Eletr.;UED;20;4T5 - Quarta 17h;40.0;40.0;100.0
FGA0089 - LABORATÓRIO DE SISTEMAS DE CONVERSÃO DE ENERGIA;2;2022;2;RUDI HENRI VAN ELS;30h;2T23;20;6;FGA - SALA LAB ELETR;Lab.Eletr.;UED;20;2T2 - Segunda 14h;30.0;30.0;100.0
FGA0089 - LABORATÓRIO DE SISTEMAS DE CONVERSÃO DE ENERGIA;2;2022;2;RUDI HENRI VAN ELS;30h;2T23;20;6;FGA - SALA LAB ELETR;Lab.Eletr.;UED;20;2T3 - Segunda 15h;30.0;30.0;100.0
FGA0090 - ONDULATÓRIA E FÍSICA TÉRMICA PARA ENGENHARIA;1;2022;2;EBERTH DE ALMEIDA CORREA;60h;35T23;45;10;FGA - SALA I1;I01;UAC;45;3T2 - Terça 14h;22.22222222222222;22.22222222222222;100.0
FGA0090 - ONDULATÓRIA E FÍSICA TÉRMICA PARA ENGENHARIA;1;2022;2;EBERTH DE ALMEIDA CORREA;60h;35T23;45;10;FGA - SALA I1;I01;UAC;45;3T3 - Terça 15h;22.22222222222222;22.22222222222222;100.0
FGA0090 - ONDULATÓRIA E FÍSICA TÉRMICA PARA ENGENHARIA;1;2022;2;EBERTH DE ALMEIDA CORREA;60h;35T23;45;10;FGA - SALA I1;I01;UAC;45;5T2 - Quinta 14h;22.22222222222222;22.22222222222222;100.0
FGA0090 - ONDULATÓRIA E FÍSICA TÉRMICA PARA ENGENHARIA;1;2022;2;EBERTH DE ALMEIDA CORREA;60h;35T23;45;10;FGA - SALA I1;I01;UAC;45;5T3 - Quinta 15h;22.22222222222222;22.22222222222222;100.0
FGA0096 - ELETRÔNICA EMBARCADA;1;2022;2;GUILLERMO ALVAREZ BESTARD;90h;246T45;50;28;FGA - SALA LAB SS;Lab.SS;UED;45;2T4 - Segunda 16h;56.00000000000001;62.22222222222222;111.11111111111111
FGA0096 - ELETRÔNICA EMBARCADA;1;2022;2;GUILLERMO ALVAREZ BESTARD;90h;246T45;50;28;FGA - SALA LAB SS;Lab.SS;UED;45;2T5 - Segunda 17h;56.00000000000001;62.22222222222222;111.11111111111111
FGA0096 - ELETRÔNICA EMBARCADA;1;2022;2;GUILLERMO ALVAREZ BESTARD;90h;246T45;50;28;FGA - SALA LAB SS;Lab.SS;UED;45;4T4 - Quarta 16h;56.00000000000001;62.22222222222222;111.11111111111111
FGA0096 - ELETRÔNICA EMBARCADA;1;2022;2;GUILLERMO ALVAREZ BESTARD;90h;246T45;50;28;FGA - SALA LAB SS;Lab.SS;UED;45;4T5 - Quarta 17h;56.00000000000001;62.22222222222222;111.11111111111111
FGA0096 - ELETRÔNICA EMBARCADA;1;2022;2;GUILLERMO ALVAREZ BESTARD;90h;246T45;50;28;FGA - SALA LAB SS;Lab.SS;UED;45;6T4 - Sexta 16h;56.00000000000001;62.22222222222222;111.11111111111111
FGA0096 - ELETRÔNICA EMBARCADA;1;2022;2;GUILLERMO ALVAREZ BESTARD;90h;246T45;50;28;FGA - SALA LAB SS;Lab.SS;UED;45;6T5 - Sexta 17h;56.00000000000001;62.22222222222222;111.11111111111111
FGA0098 - PRÁTICA DE CIRCUITOS ELETRÔNICOS 3;1;2022;2;DIOGO DE OLIVEIRA COSTA;30h;4M12;20;5;FGA - SALA LAB NEI;Lab.NEI-1;UED;20;4M1 - Quarta 08h;25.0;25.0;100.0
FGA0098 - PRÁTICA DE CIRCUITOS ELETRÔNICOS 3;1;2022;2;DIOGO DE OLIVEIRA COSTA;30h;4M12;20;5;FGA - SALA LAB NEI;Lab.NEI-1;UED;20;4M2 - Quarta 09h;25.0;25.0;100.0
FGA0098 - PRÁTICA DE CIRCUITOS ELETRÔNICOS 3;2;2022;2;DIOGO DE OLIVEIRA COSTA;30h;2T45;20;8;FGA - SALA LAB NEI;Lab.NEI-1;UED;20;2T4 - Segunda 16h;40.0;40.0;100.0
FGA0098 - PRÁTICA DE CIRCUITOS ELETRÔNICOS 3;2;2022;2;DIOGO DE OLIVEIRA COSTA;30h;2T45;20;8;FGA - SALA LAB NEI;Lab.NEI-1;UED;20;2T5 - Segunda 17h;40.0;40.0;100.0
FGA0099 - TEORIA DE CIRCUITOS ELETRÔNICOS 3;1;2022;2;WELLINGTON AVELINO DO AMARAL;60h;35T45;45;15;FGA - SALA I2;I02;UAC;60;3T4 - Terça 16h;33.33333333333333;25.0;75.0
FGA0099 - TEORIA DE CIRCUITOS ELETRÔNICOS 3;1;2022;2;WELLINGTON AVELINO DO AMARAL;60h;35T45;45;15;FGA - SALA I2;I02;UAC;60;3T5 - Terça 17h;33.33333333333333;25.0;75.0
FGA0099 - TEORIA DE CIRCUITOS ELETRÔNICOS 3;1;2022;2;WELLINGTON AVELINO DO AMARAL;60h;35T45;45;15;FGA - SALA I2;I02;UAC;60;5T4 - Quinta 16h;33.33333333333333;25.0;75.0
FGA0099 - TEORIA DE CIRCUITOS ELETRÔNICOS 3;1;2022;2;WELLINGTON AVELINO DO AMARAL;60h;35T45;45;15;FGA - SALA I2;I02;UAC;60;5T5 - Quinta 17h;33.33333333333333;25.0;75.0
FGA0100 - PRÁTICA DE FÍSICA DOS DISPOSITIVOS ELETRÔNICOS;1;2022;2;GERARDO ANTONIO IDROBO PIZO;30h;3M34;20;10;FGA - SALA LAB NEI;Lab.NEI-1;UED;20;3M3 - Terça 10h;50.0;50.0;100.0
FGA0100 - PRÁTICA DE FÍSICA DOS DISPOSITIVOS ELETRÔNICOS;1;2022;2;GERARDO ANTONIO IDROBO PIZO;30h;3M34;20;10;FGA - SALA LAB NEI;Lab.NEI-1;UED;20;3M4 - Terça 11h;50.0;50.0;100.0
FGA0100 - PRÁTICA DE FÍSICA DOS DISPOSITIVOS ELETRÔNICOS;2;2022;2;GERARDO ANTONIO IDROBO PIZO;30h;3M5 3T1;20;6;FGA - SALA LAB NEI;Lab.NEI-1;UED;20;3M5 - Terça 12h;30.0;30.0;100.0
FGA0100 - PRÁTICA DE FÍSICA DOS DISPOSITIVOS ELETRÔNICOS;2;2022;2;GERARDO ANTONIO IDROBO PIZO;30h;3M5 3T1;20;6;FGA - SALA LAB NEI;Lab.NEI-1;UED;20;3T1 - Terça 13h;30.0;30.0;100.0
FGA0101 - TEORIA DE FÍSICA DOS DISPOSITIVOS ELETRÔNICOS;1;2022;2;MARCUS VINICIUS BATISTUTA;60h;35T45;60;14;FGA - SALA I3;I03;UAC;60;3T4 - Terça 16h;23.333333333333332;23.333333333333332;100.0
FGA0101 - TEORIA DE FÍSICA DOS DISPOSITIVOS ELETRÔNICOS;1;2022;2;MARCUS VINICIUS BATISTUTA;60h;35T45;60;14;FGA - SALA I3;I03;UAC;60;3T5 - Terça 17h;23.333333333333332;23.333333333333332;100.0
FGA0101 - TEORIA DE FÍSICA DOS DISPOSITIVOS ELETRÔNICOS;1;2022;2;MARCUS VINICIUS BATISTUTA;60h;35T45;60;14;FGA - SALA I3;I03;UAC;60;5T4 - Quinta 16h;23.333333333333332;23.333333333333332;100.0
FGA0101 - TEORIA DE FÍSICA DOS DISPOSITIVOS ELETRÔNICOS;1;2022;2;MARCUS VINICIUS BATISTUTA;60h;35T45;60;14;FGA - SALA I3;I03;UAC;60;5T5 - Quinta 17h;23.333333333333332;23.333333333333332;100.0
FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;1;2022;2;LUCIANO EMIDIO NEVES DA FONSECA;90h;246M34;50;14;FGA - SALA I5;I05;UAC;45;2M3 - Segunda 10h;28.000000000000004;31.11111111111111;111.11111111111111
FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;1;2022;2;LUCIANO EMIDIO NEVES DA FONSECA;90h;246M34;50;14;FGA - SALA I5;I05;UAC;45;2M4 - Segunda 11h;28.000000000000004;31.11111111111111;111.11111111111111
FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;1;2022;2;LUCIANO EMIDIO NEVES DA FONSECA;90h;246M34;50;14;FGA - SALA I5;I05;UAC;45;4M3 - Quarta 10h;28.000000000000004;31.11111111111111;111.11111111111111
FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;1;2022;2;LUCIANO EMIDIO NEVES DA FONSECA;90h;246M34;50;14;FGA - SALA I5;I05;UAC;45;4M4 - Quarta 11h;28.000000000000004;31.11111111111111;111.11111111111111
FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;1;2022;2;LUCIANO EMIDIO NEVES DA FONSECA;90h;246M34;50;14;FGA - SALA I5;I05;UAC;45;6M3 - Sexta 10h;28.000000000000004;31.11111111111111;111.11111111111111
FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;1;2022;2;LUCIANO EMIDIO NEVES DA FONSECA;90h;246M34;50;14;FGA - SALA I5;I05;UAC;45;6M4 - Sexta 11h;28.000000000000004;31.11111111111111;111.11111111111111
FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;2;2022;2;MARCUS VINICIUS CHAFFIM COSTA;90h;356M12;45;19;FGA - SALA S8;S08;UAC;45;3M1 - Terça 08h;42.22222222222222;42.22222222222222;100.0
FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;2;2022;2;MARCUS VINICIUS CHAFFIM COSTA;90h;356M12;45;19;FGA - SALA S8;S08;UAC;45;3M2 - Terça 09h;42.22222222222222;42.22222222222222;100.0
FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;2;2022;2;MARCUS VINICIUS CHAFFIM COSTA;90h;356M12;45;19;FGA - SALA S8;S08;UAC;45;5M1 - Quinta 08h;42.22222222222222;42.22222222222222;100.0
FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;2;2022;2;MARCUS VINICIUS CHAFFIM COSTA;90h;356M12;45;19;FGA - SALA S8;S08;UAC;45;5M2 - Quinta 09h;42.22222222222222;42.22222222222222;100.0
FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;2;2022;2;MARCUS VINICIUS CHAFFIM COSTA;90h;356M12;45;19;FGA - SALA S8;S08;UAC;45;6M1 - Sexta 08h;42.22222222222222;42.22222222222222;100.0
FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;2;2022;2;MARCUS VINICIUS CHAFFIM COSTA;90h;356M12;45;19;FGA - SALA S8;S08;UAC;45;6M2 - Sexta 09h;42.22222222222222;42.22222222222222;100.0
FGA0103 - SISTEMAS OPERACIONAIS EMBARCADOS;1;2022;2;DIOGO CAETANO GARCIA;90h;246T23;50;19;FGA - SALA LAB SS;Lab.SS;UED;45;2T2 - Segunda 14h;38.0;42.22222222222222;111.11111111111111
FGA0103 - SISTEMAS OPERACIONAIS EMBARCADOS;1;2022;2;DIOGO CAETANO GARCIA;90h;246T23;50;19;FGA - SALA LAB SS;Lab.SS;UED;45;2T3 - Segunda 15h;38.0;42.22222222222222;111.11111111111111
FGA0103 - SISTEMAS OPERACIONAIS EMBARCADOS;1;2022;2;DIOGO CAETANO GARCIA;90h;246T23;50;19;FGA - SALA LAB SS;Lab.SS;UED;45;4T2 - Quarta 14h;38.0;42.22222222222222;111.11111111111111
FGA0103 - SISTEMAS OPERACIONAIS EMBARCADOS;1;2022;2;DIOGO CAETANO GARCIA;90h;246T23;50;19;FGA - SALA LAB SS;Lab.SS;UED;45;4T3 - Quarta 15h;38.0;42.22222222222222;111.11111111111111
FGA0103 - SISTEMAS OPERACIONAIS EMBARCADOS;1;2022;2;DIOGO CAETANO GARCIA;90h;246T23;50;19;FGA - SALA LAB SS;Lab.SS;UED;45;6T2 - Sexta 14h;38.0;42.22222222222222;111.11111111111111
FGA0103 - SISTEMAS OPERACIONAIS EMBARCADOS;1;2022;2;DIOGO CAETANO GARCIA;90h;246T23;50;19;FGA - SALA LAB SS;Lab.SS;UED;45;6T3 - Sexta 15h;38.0;42.22222222222222;111.11111111111111
FGA0104 - QUÍMICA ORGÂNICA APLICADA À ENGENHARIA;1;2022;2;MARCELO BENTO DA SILVA;60h;24M34;45;11;FGA - SALA S5 E I1;S05;UAC;45;2M3 - Segunda 10h;24.444444444444443;24.444444444444443;100.0
FGA0104 - QUÍMICA ORGÂNICA APLICADA À ENGENHARIA;1;2022;2;MARCELO BENTO DA SILVA;60h;24M34;45;11;FGA - SALA S5 E I1;S05;UAC;45;2M4 - Segunda 11h;24.444444444444443;24.444444444444443;100.0
FGA0104 - QUÍMICA ORGÂNICA APLICADA À ENGENHARIA;1;2022;2;MARCELO BENTO DA SILVA;60h;24M34;45;11;FGA - SALA S5 E I1;I01;UAC;45;4M3 - Quarta 10h;24.444444444444443;24.444444444444443;100.0
FGA0104 - QUÍMICA ORGÂNICA APLICADA À ENGENHARIA;1;2022;2;MARCELO BENTO DA SILVA;60h;24M34;45;11;FGA - SALA S5 E I1;I01;UAC;45;4M4 - Quarta 11h;24.444444444444443;24.444444444444443;100.0
FGA0105 - TÓPICOS ESPECIAIS 2 EM ENGENHARIA AEROESPACIAL;2;2022;2;WILLIAM REIS SILVA;60h;46T23;15;8;FGA - SALA I4 / S8;I04;UAC;45;4T2 - Quarta 14h;53.333333333333336;17.77777777777778;33.33333333333333
FGA0105 - TÓPICOS ESPECIAIS 2 EM ENGENHARIA AEROESPACIAL;2;2022;2;WILLIAM REIS SILVA;60h;46T23;15;8;FGA - SALA I4 / S8;I04;UAC;45;4T3 - Quarta 15h;53.333333333333336;17.77777777777778;33.33333333333333
FGA0105 - TÓPICOS ESPECIAIS 2 EM ENGENHARIA AEROESPACIAL;2;2022;2;WILLIAM REIS SILVA;60h;46T23;15;8;FGA - SALA I4 / S8;S08;UAC;45;6T2 - Sexta 14h;53.333333333333336;17.77777777777778;33.33333333333333
FGA0105 - TÓPICOS ESPECIAIS 2 EM ENGENHARIA AEROESPACIAL;2;2022;2;WILLIAM REIS SILVA;60h;46T23;15;8;FGA - SALA I4 / S8;S08;UAC;45;6T3 - Sexta 15h;53.333333333333336;17.77777777777778;33.33333333333333
FGA0105 - TÓPICOS ESPECIAIS 2 EM ENGENHARIA AEROESPACIAL;3;2022;2;RAFAEL CASTILHO FARIA MENDES;60h;2T2345;15;13;FGA - LAB TERMODINÂMICA;Lab.Termodin.;UED;25;2T2 - Segunda 14h;86.66666666666667;52.0;60.0
FGA0105 - TÓPICOS ESPECIAIS 2 EM ENGENHARIA AEROESPACIAL;3;2022;2;RAFAEL CASTILHO FARIA MENDES;60h;2T2345;15;13;FGA - LAB TERMODINÂMICA;Lab.Termodin.;UED;25;2T3 - Segunda 15h;86.66666666666667;52.0;60.0
FGA0105 - TÓPICOS ESPECIAIS 2 EM ENGENHARIA AEROESPACIAL;3;2022;2;RAFAEL CASTILHO FARIA MENDES;60h;2T2345;15;13;FGA - LAB TERMODINÂMICA;Lab.Termodin.;UED;25;2T4 - Segunda 16h;86.66666666666667;52.0;60.0
FGA0105 - TÓPICOS ESPECIAIS 2 EM ENGENHARIA AEROESPACIAL;3;2022;2;RAFAEL CASTILHO FARIA MENDES;60h;2T2345;15;13;FGA - LAB TERMODINÂMICA;Lab.Termodin.;UED;25;2T5 - Segunda 17h;86.66666666666667;52.0;60.0
FGA0106 - TÓPICOS ESPECIAIS 3 EM ENGENHARIA AEROESPACIAL;1;2022;2;CRISTIAN VENDITTOZZI;60h;24T23;45;27;FGA - SALA I8;I08;UAC;45;2T2 - Segunda 14h;60.0;60.0;100.0
FGA0106 - TÓPICOS ESPECIAIS 3 EM ENGENHARIA AEROESPACIAL;1;2022;2;CRISTIAN VENDITTOZZI;60h;24T23;45;27;FGA - SALA I8;I08;UAC;45;2T3 - Segunda 15h;60.0;60.0;100.0
FGA0106 - TÓPICOS ESPECIAIS 3 EM ENGENHARIA AEROESPACIAL;1;2022;2;CRISTIAN VENDITTOZZI;60h;24T23;45;27;FGA - SALA I8;I08;UAC;45;4T2 - Quarta 14h;60.0;60.0;100.0
FGA0106 - TÓPICOS ESPECIAIS 3 EM ENGENHARIA AEROESPACIAL;1;2022;2;CRISTIAN VENDITTOZZI;60h;24T23;45;27;FGA - SALA I8;I08;UAC;45;4T3 - Quarta 15h;60.0;60.0;100.0
FGA0107 - LABORATÓRIO DE ONDULATÓRIA E FÍSICA TÉRMICA PARA A ENGENHARIA;1;2022;2;EBERTH DE ALMEIDA CORREA;30h;3M34;24;18;FGA - LAB OND;Lab.Ond;UED;25;3M3 - Terça 10h;75.0;72.0;96.0
FGA0107 - LABORATÓRIO DE ONDULATÓRIA E FÍSICA TÉRMICA PARA A ENGENHARIA;1;2022;2;EBERTH DE ALMEIDA CORREA;30h;3M34;24;18;FGA - LAB OND;Lab.Ond;UED;25;3M4 - Terça 11h;75.0;72.0;96.0
FGA0107 - LABORATÓRIO DE ONDULATÓRIA E FÍSICA TÉRMICA PARA A ENGENHARIA;2;2022;2;EBERTH DE ALMEIDA CORREA;30h;5M34;24;2;FGA - LAB OND;Lab.Ond;UED;25;5M3 - Quinta 10h;8.333333333333332;8.0;96.0
FGA0107 - LABORATÓRIO DE ONDULATÓRIA E FÍSICA TÉRMICA PARA A ENGENHARIA;2;2022;2;EBERTH DE ALMEIDA CORREA;30h;5M34;24;2;FGA - LAB OND;Lab.Ond;UED;25;5M4 - Quinta 11h;8.333333333333332;8.0;96.0
FGA0108 - MATEMÁTICA DISCRETA 2;1;2022;2;MATHEUS BERNARDINI DE SOUZA;60h;2M5 2T1 6T23;133;122;FGA - SALA S9 E S2;S09;UAC;130;2M5 - Segunda 12h;91.72932330827066;93.84615384615384;102.30769230769229
FGA0108 - MATEMÁTICA DISCRETA 2;1;2022;2;MATHEUS BERNARDINI DE SOUZA;60h;2M5 2T1 6T23;133;122;FGA - SALA S9 E S2;S09;UAC;130;2T1 - Segunda 13h;91.72932330827066;93.84615384615384;102.30769230769229
FGA0108 - MATEMÁTICA DISCRETA 2;1;2022;2;MATHEUS BERNARDINI DE SOUZA;60h;2M5 2T1 6T23;133;122;FGA - SALA S9 E S2;S02;UAC;130;6T2 - Sexta 14h;91.72932330827066;93.84615384615384;102.30769230769229
FGA0108 - MATEMÁTICA DISCRETA 2;1;2022;2;MATHEUS BERNARDINI DE SOUZA;60h;2M5 2T1 6T23;133;122;FGA - SALA S9 E S2;S02;UAC;130;6T3 - Sexta 15h;91.72932330827066;93.84615384615384;102.30769230769229
FGA0109 - FUNDAMENTOS DE SISTEMAS EMBARCADOS;1;2022;2;RENATO CORAL SAMPAIO;60h;35M34;50;43;FGA - LAB SS;Lab.SS;UED;45;3M3 - Terça 10h;86.0;95.55555555555556;111.11111111111111
FGA0109 - FUNDAMENTOS DE SISTEMAS EMBARCADOS;1;2022;2;RENATO CORAL SAMPAIO;60h;35M34;50;43;FGA - LAB SS;Lab.SS;UED;45;3M4 - Terça 11h;86.0;95.55555555555556;111.11111111111111
FGA0109 - FUNDAMENTOS DE SISTEMAS EMBARCADOS;1;2022;2;RENATO CORAL SAMPAIO;60h;35M34;50;43;FGA - LAB SS;Lab.SS;UED;45;5M3 - Quinta 10h;86.0;95.55555555555556;111.11111111111111
FGA0109 - FUNDAMENTOS DE SISTEMAS EMBARCADOS;1;2022;2;RENATO CORAL SAMPAIO;60h;35M34;50;43;FGA - LAB SS;Lab.SS;UED;45;5M4 - Quinta 11h;86.0;95.55555555555556;111.11111111111111
FGA0109 - FUNDAMENTOS DE SISTEMAS EMBARCADOS;2;2022;2;RENATO CORAL SAMPAIO;60h;35M5 35T1;50;36;FGA - LAB SS;Lab.SS;UED;45;3M5 - Terça 12h;72.0;80.0;111.11111111111111
FGA0109 - FUNDAMENTOS DE SISTEMAS EMBARCADOS;2;2022;2;RENATO CORAL SAMPAIO;60h;35M5 35T1;50;36;FGA - LAB SS;Lab.SS;UED;45;5M5 - Quinta 12h;72.0;80.0;111.11111111111111
FGA0109 - FUNDAMENTOS DE SISTEMAS EMBARCADOS;2;2022;2;RENATO CORAL SAMPAIO;60h;35M5 35T1;50;36;FGA - LAB SS;Lab.SS;UED;45;3T1 - Terça 13h;72.0;80.0;111.11111111111111
FGA0109 - FUNDAMENTOS DE SISTEMAS EMBARCADOS;2;2022;2;RENATO CORAL SAMPAIO;60h;35M5 35T1;50;36;FGA - LAB SS;Lab.SS;UED;45;5T1 - Quinta 13h;72.0;80.0;111.11111111111111
FGA0117 - FUNDAMENTOS DE ENERGIA NUCLEAR;1;2022;2;LEANDRO XAVIER CARDOSO;30h;26M34;45;21;FGA - SALA I8 E I1;I08;UAC;45;2M3 - Segunda 10h;46.666666666666664;46.666666666666664;100.0
FGA0117 - FUNDAMENTOS DE ENERGIA NUCLEAR;1;2022;2;LEANDRO XAVIER CARDOSO;30h;26M34;45;21;FGA - SALA I8 E I1;I08;UAC;45;2M4 - Segunda 11h;46.666666666666664;46.666666666666664;100.0
