codigNomeMateria;codigoTurma;ano;semestre;professor;cargahoraria;horario;vagasOfertadas;vagasOcupadas;local;salaSeparada;predio;lotacao;horarioSeparado;percDisciplina;percOcupacaoReal;percOcupacaoTotal
FGA0003 - COMPILADORES 1;1;2022;2;EDSON ALVES DA COSTA JUNIOR;60h;46T23;85;82;FGA - SALA S-4 e I-3;S04;UAC;130;4T2 - Quarta 14h;96.47058823529412;63.07692307692307;65.38461538461539
FGA0003 - COMPILADORES 1;1;2022;2;EDSON ALVES DA COSTA JUNIOR;60h;46T23;85;82;FGA - SALA S-4 e I-3;S04;UAC;130;4T3 - Quarta 15h;96.47058823529412;63.07692307692307;65.38461538461539
FGA0003 - COMPILADORES 1;1;2022;2;EDSON ALVES DA COSTA JUNIOR;60h;46T23;85;82;FGA - SALA S-4 e I-3;I03;UAC;60;6T2 - Sexta 14h;96.47058823529412;136.66666666666666;141.66666666666669
FGA0003 - COMPILADORES 1;1;2022;2;EDSON ALVES DA COSTA JUNIOR;60h;46T23;85;82;FGA - SALA S-4 e I-3;I03;UAC;60;6T3 - Sexta 15h;96.47058823529412;136.66666666666666;141.66666666666669
FGA0006 - FUNDAMENTOS DE EQUAÇÕES DIFERENCIAIS PARA ENGENHARIA;1;2022;2;VINICIUS DE CARVALHO RISPOLI;60h;35M34;60;24;FGA - SALA I3;I03;UAC;60;3M3 - Terça 10h;40.0;40.0;100.0
FGA0006 - FUNDAMENTOS DE EQUAÇÕES DIFERENCIAIS PARA ENGENHARIA;1;2022;2;VINICIUS DE CARVALHO RISPOLI;60h;35M34;60;24;FGA - SALA I3;I03;UAC;60;3M4 - Terça 11h;40.0;40.0;100.0
FGA0006 - FUNDAMENTOS DE EQUAÇÕES DIFERENCIAIS PARA ENGENHARIA;1;2022;2;VINICIUS DE CARVALHO RISPOLI;60h;35M34;60;24;FGA - SALA I3;I03;UAC;60;5M3 - Quinta 10h;40.0;40.0;100.0
FGA0006 - FUNDAMENTOS DE EQUAÇÕES DIFERENCIAIS PARA ENGENHARIA;1;2022;2;VINICIUS DE CARVALHO RISPOLI;60h;35M34;60;24;FGA - SALA I3;I03;UAC;60;5M4 - Quinta 11h;40.0;40.0;100.0
FGA0008 - SISTEMAS AEROESPACIAIS;1;2022;2;RONNE TOLEDO;60h;24M34;30;23;FGA - CONTAINER Nº 17;Cont-17;Container;30;2M3 - Segunda 10h;76.66666666666667;76.66666666666667;100.0
FGA0008 - SISTEMAS AEROESPACIAIS;1;2022;2;RONNE TOLEDO;60h;24M34;30;23;FGA - CONTAINER Nº 17;Cont-17;Container;30;2M4 - Segunda 11h;76.66666666666667;76.66666666666667;100.0
FGA0008 - SISTEMAS AEROESPACIAIS;1;2022;2;RONNE TOLEDO;60h;24M34;30;23;FGA - CONTAINER Nº 17;Cont-17;Container;30;4M3 - Quarta 10h;76.66666666666667;76.66666666666667;100.0
FGA0008 - SISTEMAS AEROESPACIAIS;1;2022;2;RONNE TOLEDO;60h;24M34;30;23;FGA - CONTAINER Nº 17;Cont-17;Container;30;4M4 - Quarta 11h;76.66666666666667;76.66666666666667;100.0
FGA0013 - ANATOMIA E FISIOLOGIA HUMANA;1;2022;2;SUELIA DE SIQUEIRA RODRIGUES FLEURY ROSA;60h;24M12;50;41;FGA - SALA I3;I03;UAC;60;2M1 - Segunda 08h;82.0;68.33333333333333;83.33333333333334
FGA0013 - ANATOMIA E FISIOLOGIA HUMANA;1;2022;2;SUELIA DE SIQUEIRA RODRIGUES FLEURY ROSA;60h;24M12;50;41;FGA - SALA I3;I03;UAC;60;2M2 - Segunda 09h;82.0;68.33333333333333;83.33333333333334
FGA0013 - ANATOMIA E FISIOLOGIA HUMANA;1;2022;2;SUELIA DE SIQUEIRA RODRIGUES FLEURY ROSA;60h;24M12;50;41;FGA - SALA I3;I03;UAC;60;4M1 - Quarta 08h;82.0;68.33333333333333;83.33333333333334
FGA0013 - ANATOMIA E FISIOLOGIA HUMANA;1;2022;2;SUELIA DE SIQUEIRA RODRIGUES FLEURY ROSA;60h;24M12;50;41;FGA - SALA I3;I03;UAC;60;4M2 - Quarta 09h;82.0;68.33333333333333;83.33333333333334
FGA0015 - PROCESSAMENTO DIGITAL DE IMAGENS;1;2022;2;MARCUS VINICIUS CHAFFIM COSTA;60h;46M34;40;5;FGA - SALA I7;I07;UAC;40;4M3 - Quarta 10h;12.5;12.5;100.0
FGA0015 - PROCESSAMENTO DIGITAL DE IMAGENS;1;2022;2;MARCUS VINICIUS CHAFFIM COSTA;60h;46M34;40;5;FGA - SALA I7;I07;UAC;40;4M4 - Quarta 11h;12.5;12.5;100.0
FGA0015 - PROCESSAMENTO DIGITAL DE IMAGENS;1;2022;2;MARCUS VINICIUS CHAFFIM COSTA;60h;46M34;40;5;FGA - SALA I7;I07;UAC;40;6M3 - Sexta 10h;12.5;12.5;100.0
FGA0015 - PROCESSAMENTO DIGITAL DE IMAGENS;1;2022;2;MARCUS VINICIUS CHAFFIM COSTA;60h;46M34;40;5;FGA - SALA I7;I07;UAC;40;6M4 - Sexta 11h;12.5;12.5;100.0
FGA0016 - TÓPICOS ESPECIAL EM INSTRUMENTAÇÃO BIOMÉDICA;1;2022;2;SUELIA DE SIQUEIRA RODRIGUES FLEURY ROSA;60h;24M34;20;18;FGA - LDTEA SALA 2;LD.Sala-2;LDTEA;20;2M3 - Segunda 10h;90.0;90.0;100.0
FGA0016 - TÓPICOS ESPECIAL EM INSTRUMENTAÇÃO BIOMÉDICA;1;2022;2;SUELIA DE SIQUEIRA RODRIGUES FLEURY ROSA;60h;24M34;20;18;FGA - LDTEA SALA 2;LD.Sala-2;LDTEA;20;2M4 - Segunda 11h;90.0;90.0;100.0
FGA0016 - TÓPICOS ESPECIAL EM INSTRUMENTAÇÃO BIOMÉDICA;1;2022;2;SUELIA DE SIQUEIRA RODRIGUES FLEURY ROSA;60h;24M34;20;18;FGA - LDTEA SALA 2;LD.Sala-2;LDTEA;20;4M3 - Quarta 10h;90.0;90.0;100.0
FGA0016 - TÓPICOS ESPECIAL EM INSTRUMENTAÇÃO BIOMÉDICA;1;2022;2;SUELIA DE SIQUEIRA RODRIGUES FLEURY ROSA;60h;24M34;20;18;FGA - LDTEA SALA 2;LD.Sala-2;LDTEA;20;4M4 - Quarta 11h;90.0;90.0;100.0
FGA0017 - PROJETOS DE CIRCUITOS INTEGRADOS 1;1;2022;2;WELLINGTON AVELINO DO AMARAL;60h;35T23;45;37;FGA - SALA LAB SS;Lab.SS;UED;45;3T2 - Terça 14h;82.22222222222221;82.22222222222221;100.0
FGA0017 - PROJETOS DE CIRCUITOS INTEGRADOS 1;1;2022;2;WELLINGTON AVELINO DO AMARAL;60h;35T23;45;37;FGA - SALA LAB SS;Lab.SS;UED;45;3T3 - Terça 15h;82.22222222222221;82.22222222222221;100.0
FGA0017 - PROJETOS DE CIRCUITOS INTEGRADOS 1;1;2022;2;WELLINGTON AVELINO DO AMARAL;60h;35T23;45;37;FGA - SALA LAB SS;Lab.SS;UED;45;5T2 - Quinta 14h;82.22222222222221;82.22222222222221;100.0
FGA0017 - PROJETOS DE CIRCUITOS INTEGRADOS 1;1;2022;2;WELLINGTON AVELINO DO AMARAL;60h;35T23;45;37;FGA - SALA LAB SS;Lab.SS;UED;45;5T3 - Quinta 15h;82.22222222222221;82.22222222222221;100.0
FGA0023 - DINÂMICA DOS MECANISMOS;1;2022;2;RITA DE CASSIA SILVA;60h;35M12;40;6;FGA - SALA I7 E I4;I07;UAC;40;3M1 - Terça 08h;15.0;15.0;100.0
FGA0023 - DINÂMICA DOS MECANISMOS;1;2022;2;RITA DE CASSIA SILVA;60h;35M12;40;6;FGA - SALA I7 E I4;I07;UAC;40;3M2 - Terça 09h;15.0;15.0;100.0
FGA0023 - DINÂMICA DOS MECANISMOS;1;2022;2;RITA DE CASSIA SILVA;60h;35M12;40;6;FGA - SALA I7 E I4;I04;UAC;45;5M1 - Quinta 08h;15.0;13.333333333333334;88.88888888888889
FGA0023 - DINÂMICA DOS MECANISMOS;1;2022;2;RITA DE CASSIA SILVA;60h;35M12;40;6;FGA - SALA I7 E I4;I04;UAC;45;5M2 - Quinta 09h;15.0;13.333333333333334;88.88888888888889
FGA0025 - SISTEMAS DE ENERGIA SOLAR E EÓLICA;1;2022;2;ALEX REIS;30h;46T23;45;13;FGA - SALA I5;I05;UAC;45;4T2 - Quarta 14h;28.888888888888886;28.888888888888886;100.0
FGA0025 - SISTEMAS DE ENERGIA SOLAR E EÓLICA;1;2022;2;ALEX REIS;30h;46T23;45;13;FGA - SALA I5;I05;UAC;45;4T3 - Quarta 15h;28.888888888888886;28.888888888888886;100.0
FGA0025 - SISTEMAS DE ENERGIA SOLAR E EÓLICA;1;2022;2;ALEX REIS;30h;46T23;45;13;FGA - SALA I5;I05;UAC;45;6T2 - Sexta 14h;28.888888888888886;28.888888888888886;100.0
FGA0025 - SISTEMAS DE ENERGIA SOLAR E EÓLICA;1;2022;2;ALEX REIS;30h;46T23;45;13;FGA - SALA I5;I05;UAC;45;6T3 - Sexta 15h;28.888888888888886;28.888888888888886;100.0
FGA0025 - SISTEMAS DE ENERGIA SOLAR E EÓLICA;1;2022;2;JORGE ANDRES CORMANE ANGARITA;30h;46T23;45;13;FGA - SALA I5;I05;UAC;45;4T2 - Quarta 14h;28.888888888888886;28.888888888888886;100.0
FGA0025 - SISTEMAS DE ENERGIA SOLAR E EÓLICA;1;2022;2;JORGE ANDRES CORMANE ANGARITA;30h;46T23;45;13;FGA - SALA I5;I05;UAC;45;4T3 - Quarta 15h;28.888888888888886;28.888888888888886;100.0
FGA0025 - SISTEMAS DE ENERGIA SOLAR E EÓLICA;1;2022;2;JORGE ANDRES CORMANE ANGARITA;30h;46T23;45;13;FGA - SALA I5;I05;UAC;45;6T2 - Sexta 14h;28.888888888888886;28.888888888888886;100.0
FGA0025 - SISTEMAS DE ENERGIA SOLAR E EÓLICA;1;2022;2;JORGE ANDRES CORMANE ANGARITA;30h;46T23;45;13;FGA - SALA I5;I05;UAC;45;6T3 - Sexta 15h;28.888888888888886;28.888888888888886;100.0
FGA0030 - ESTRUTURAS DE DADOS 2;1;2022;2;JOHN LENON CARDOSO GARDENGHI;60h;26T45;132;127;FGA - SALA S4 E S1;S04;UAC;130;2T4 - Segunda 16h;96.21212121212122;97.6923076923077;101.53846153846153
FGA0030 - ESTRUTURAS DE DADOS 2;1;2022;2;JOHN LENON CARDOSO GARDENGHI;60h;26T45;132;127;FGA - SALA S4 E S1;S04;UAC;130;2T5 - Segunda 17h;96.21212121212122;97.6923076923077;101.53846153846153
FGA0030 - ESTRUTURAS DE DADOS 2;1;2022;2;JOHN LENON CARDOSO GARDENGHI;60h;26T45;132;127;FGA - SALA S4 E S1;S01;UAC;130;6T4 - Sexta 16h;96.21212121212122;97.6923076923077;101.53846153846153
FGA0030 - ESTRUTURAS DE DADOS 2;1;2022;2;JOHN LENON CARDOSO GARDENGHI;60h;26T45;132;127;FGA - SALA S4 E S1;S01;UAC;130;6T5 - Sexta 17h;96.21212121212122;97.6923076923077;101.53846153846153
FGA0034 - TÓPICOS ESPECIAIS EM MATEMÁTICA APLICADA;1;2022;2;RICARDO RAMOS FRAGELLI;60h;2T2345;15;10;FGA - SALA MULTIUSO;Multi.;UAC;25;2T2 - Segunda 14h;66.66666666666666;40.0;60.0
FGA0034 - TÓPICOS ESPECIAIS EM MATEMÁTICA APLICADA;1;2022;2;RICARDO RAMOS FRAGELLI;60h;2T2345;15;10;FGA - SALA MULTIUSO;Multi.;UAC;25;2T3 - Segunda 15h;66.66666666666666;40.0;60.0
FGA0034 - TÓPICOS ESPECIAIS EM MATEMÁTICA APLICADA;1;2022;2;RICARDO RAMOS FRAGELLI;60h;2T2345;15;10;FGA - SALA MULTIUSO;Multi.;UAC;25;2T4 - Segunda 16h;66.66666666666666;40.0;60.0
FGA0034 - TÓPICOS ESPECIAIS EM MATEMÁTICA APLICADA;1;2022;2;RICARDO RAMOS FRAGELLI;60h;2T2345;15;10;FGA - SALA MULTIUSO;Multi.;UAC;25;2T5 - Segunda 17h;66.66666666666666;40.0;60.0
FGA0037 - TÓPICOS ESPECIAIS EM ENGENHARIA AEROESPACIAL;1;2022;2;Fernando Merege;60h;46T23;25;9;FGA - LAB TERMODINÂMICA;Lab.Termodin.;UED;25;4T2 - Quarta 14h;36.0;36.0;100.0
FGA0037 - TÓPICOS ESPECIAIS EM ENGENHARIA AEROESPACIAL;1;2022;2;Fernando Merege;60h;46T23;25;9;FGA - LAB TERMODINÂMICA;Lab.Termodin.;UED;25;4T3 - Quarta 15h;36.0;36.0;100.0
FGA0037 - TÓPICOS ESPECIAIS EM ENGENHARIA AEROESPACIAL;1;2022;2;Fernando Merege;60h;46T23;25;9;FGA - LAB TERMODINÂMICA;Lab.Termodin.;UED;25;6T2 - Sexta 14h;36.0;36.0;100.0
FGA0037 - TÓPICOS ESPECIAIS EM ENGENHARIA AEROESPACIAL;1;2022;2;Fernando Merege;60h;46T23;25;9;FGA - LAB TERMODINÂMICA;Lab.Termodin.;UED;25;6T3 - Sexta 15h;36.0;36.0;100.0
FGA0038 - AERODINÂMICA DE SISTEMAS AEROESPACIAIS;1;2022;2;OLEXIY SHYNKARENKO;75h;35T45 6T4;30;16;FGA - SALA I4;I04;UAC;45;3T4 - Terça 16h;53.333333333333336;35.55555555555556;66.66666666666666
FGA0038 - AERODINÂMICA DE SISTEMAS AEROESPACIAIS;1;2022;2;OLEXIY SHYNKARENKO;75h;35T45 6T4;30;16;FGA - SALA I4;I04;UAC;45;3T5 - Terça 17h;53.333333333333336;35.55555555555556;66.66666666666666
FGA0038 - AERODINÂMICA DE SISTEMAS AEROESPACIAIS;1;2022;2;OLEXIY SHYNKARENKO;75h;35T45 6T4;30;16;FGA - SALA I4;I04;UAC;45;5T4 - Quinta 16h;53.333333333333336;35.55555555555556;66.66666666666666
FGA0038 - AERODINÂMICA DE SISTEMAS AEROESPACIAIS;1;2022;2;OLEXIY SHYNKARENKO;75h;35T45 6T4;30;16;FGA - SALA I4;I04;UAC;45;5T5 - Quinta 17h;53.333333333333336;35.55555555555556;66.66666666666666
FGA0038 - AERODINÂMICA DE SISTEMAS AEROESPACIAIS;1;2022;2;OLEXIY SHYNKARENKO;75h;35T45 6T4;30;16;FGA - SALA I4;I04;UAC;45;6T4 - Sexta 16h;53.333333333333336;35.55555555555556;66.66666666666666
FGA0040 - SISTEMAS DE CONTROLE AUTOMOTIVO;1;2022;2;RAFAEL RODRIGUES DA SILVA;30h;24M34;16;7;FGA - SALA LAB SHP;Cont-8-SHP;Container;16;2M3 - Segunda 10h;43.75;43.75;100.0
FGA0040 - SISTEMAS DE CONTROLE AUTOMOTIVO;1;2022;2;RAFAEL RODRIGUES DA SILVA;30h;24M34;16;7;FGA - SALA LAB SHP;Cont-8-SHP;Container;16;2M4 - Segunda 11h;43.75;43.75;100.0
FGA0040 - SISTEMAS DE CONTROLE AUTOMOTIVO;1;2022;2;RAFAEL RODRIGUES DA SILVA;30h;24M34;16;7;FGA - SALA LAB SHP;Cont-8-SHP;Container;16;4M3 - Quarta 10h;43.75;43.75;100.0
FGA0040 - SISTEMAS DE CONTROLE AUTOMOTIVO;1;2022;2;RAFAEL RODRIGUES DA SILVA;30h;24M34;16;7;FGA - SALA LAB SHP;Cont-8-SHP;Container;16;4M4 - Quarta 11h;43.75;43.75;100.0
FGA0040 - SISTEMAS DE CONTROLE AUTOMOTIVO;1;2022;2;ANDRE MURILO DE ALMEIDA PINTO;30h;24M34;16;7;FGA - SALA LAB SHP;Cont-8-SHP;Container;16;2M3 - Segunda 10h;43.75;43.75;100.0
FGA0040 - SISTEMAS DE CONTROLE AUTOMOTIVO;1;2022;2;ANDRE MURILO DE ALMEIDA PINTO;30h;24M34;16;7;FGA - SALA LAB SHP;Cont-8-SHP;Container;16;2M4 - Segunda 11h;43.75;43.75;100.0
FGA0040 - SISTEMAS DE CONTROLE AUTOMOTIVO;1;2022;2;ANDRE MURILO DE ALMEIDA PINTO;30h;24M34;16;7;FGA - SALA LAB SHP;Cont-8-SHP;Container;16;4M3 - Quarta 10h;43.75;43.75;100.0
FGA0040 - SISTEMAS DE CONTROLE AUTOMOTIVO;1;2022;2;ANDRE MURILO DE ALMEIDA PINTO;30h;24M34;16;7;FGA - SALA LAB SHP;Cont-8-SHP;Container;16;4M4 - Quarta 11h;43.75;43.75;100.0
FGA0043 - DINÂMICA DOS GASES PARA SISTEMAS AEROESPACIAIS;1;2022;2;OLEXIY SHYNKARENKO;60h;35T23;48;44;FGA - SALA S5;S05;UAC;45;3T2 - Terça 14h;91.66666666666666;97.77777777777777;106.66666666666667
FGA0043 - DINÂMICA DOS GASES PARA SISTEMAS AEROESPACIAIS;1;2022;2;OLEXIY SHYNKARENKO;60h;35T23;48;44;FGA - SALA S5;S05;UAC;45;3T3 - Terça 15h;91.66666666666666;97.77777777777777;106.66666666666667
FGA0043 - DINÂMICA DOS GASES PARA SISTEMAS AEROESPACIAIS;1;2022;2;OLEXIY SHYNKARENKO;60h;35T23;48;44;FGA - SALA S5;S05;UAC;45;5T2 - Quinta 14h;91.66666666666666;97.77777777777777;106.66666666666667
FGA0043 - DINÂMICA DOS GASES PARA SISTEMAS AEROESPACIAIS;1;2022;2;OLEXIY SHYNKARENKO;60h;35T23;48;44;FGA - SALA S5;S05;UAC;45;5T3 - Quinta 15h;91.66666666666666;97.77777777777777;106.66666666666667
FGA0045 - MECÂNICA DO VÔO;1;2022;2;POLLIANA CANDIDA OLIVEIRA MARTINS;60h;46M34;45;29;FGA - SALA S8;S08;UAC;45;4M3 - Quarta 10h;64.44444444444444;64.44444444444444;100.0
FGA0045 - MECÂNICA DO VÔO;1;2022;2;POLLIANA CANDIDA OLIVEIRA MARTINS;60h;46M34;45;29;FGA - SALA S8;S08;UAC;45;4M4 - Quarta 11h;64.44444444444444;64.44444444444444;100.0
FGA0045 - MECÂNICA DO VÔO;1;2022;2;POLLIANA CANDIDA OLIVEIRA MARTINS;60h;46M34;45;29;FGA - SALA S8;S08;UAC;45;6M3 - Sexta 10h;64.44444444444444;64.44444444444444;100.0
FGA0045 - MECÂNICA DO VÔO;1;2022;2;POLLIANA CANDIDA OLIVEIRA MARTINS;60h;46M34;45;29;FGA - SALA S8;S08;UAC;45;6M4 - Sexta 11h;64.44444444444444;64.44444444444444;100.0
FGA0047 - PROCESSOS PETROQUÍMICOS;1;2022;2;ANDREIA ALVES COSTA LINDINGER;60h;35M34;45;6;FGA - SALA I1;I01;UAC;45;3M3 - Terça 10h;13.333333333333334;13.333333333333334;100.0
FGA0047 - PROCESSOS PETROQUÍMICOS;1;2022;2;ANDREIA ALVES COSTA LINDINGER;60h;35M34;45;6;FGA - SALA I1;I01;UAC;45;3M4 - Terça 11h;13.333333333333334;13.333333333333334;100.0
FGA0047 - PROCESSOS PETROQUÍMICOS;1;2022;2;ANDREIA ALVES COSTA LINDINGER;60h;35M34;45;6;FGA - SALA I1;I01;UAC;45;5M3 - Quinta 10h;13.333333333333334;13.333333333333334;100.0
FGA0047 - PROCESSOS PETROQUÍMICOS;1;2022;2;ANDREIA ALVES COSTA LINDINGER;60h;35M34;45;6;FGA - SALA I1;I01;UAC;45;5M4 - Quinta 11h;13.333333333333334;13.333333333333334;100.0
FGA0048 - MECÂNICA DO VOO ESPACIAL;1;2022;2;WILLIAM REIS SILVA;60h;46M34;45;21;FGA - SALA S9;S09;UAC;130;4M3 - Quarta 10h;46.666666666666664;16.153846153846153;34.61538461538461
FGA0048 - MECÂNICA DO VOO ESPACIAL;1;2022;2;WILLIAM REIS SILVA;60h;46M34;45;21;FGA - SALA S9;S09;UAC;130;4M4 - Quarta 11h;46.666666666666664;16.153846153846153;34.61538461538461
FGA0048 - MECÂNICA DO VOO ESPACIAL;1;2022;2;WILLIAM REIS SILVA;60h;46M34;45;21;FGA - SALA S9;S09;UAC;130;6M3 - Sexta 10h;46.666666666666664;16.153846153846153;34.61538461538461
FGA0048 - MECÂNICA DO VOO ESPACIAL;1;2022;2;WILLIAM REIS SILVA;60h;46M34;45;21;FGA - SALA S9;S09;UAC;130;6M4 - Sexta 11h;46.666666666666664;16.153846153846153;34.61538461538461
FGA0049 - PROJETO DE SISTEMAS AEROESPACIAIS;1;2022;2;PAOLO GESSINI;30h;246T23;30;6;FGA - CONTEINER 04;Cont-4;Container;45;2T2 - Segunda 14h;20.0;13.333333333333334;66.66666666666666
FGA0049 - PROJETO DE SISTEMAS AEROESPACIAIS;1;2022;2;PAOLO GESSINI;30h;246T23;30;6;FGA - CONTEINER 04;Cont-4;Container;45;2T3 - Segunda 15h;20.0;13.333333333333334;66.66666666666666
FGA0049 - PROJETO DE SISTEMAS AEROESPACIAIS;1;2022;2;PAOLO GESSINI;30h;246T23;30;6;FGA - CONTEINER 04;Cont-4;Container;45;4T2 - Quarta 14h;20.0;13.333333333333334;66.66666666666666
FGA0049 - PROJETO DE SISTEMAS AEROESPACIAIS;1;2022;2;PAOLO GESSINI;30h;246T23;30;6;FGA - CONTEINER 04;Cont-4;Container;45;4T3 - Quarta 15h;20.0;13.333333333333334;66.66666666666666
FGA0049 - PROJETO DE SISTEMAS AEROESPACIAIS;1;2022;2;PAOLO GESSINI;30h;246T23;30;6;FGA - CONTEINER 04;Cont-4;Container;45;6T2 - Sexta 14h;20.0;13.333333333333334;66.66666666666666
FGA0049 - PROJETO DE SISTEMAS AEROESPACIAIS;1;2022;2;PAOLO GESSINI;30h;246T23;30;6;FGA - CONTEINER 04;Cont-4;Container;45;6T3 - Sexta 15h;20.0;13.333333333333334;66.66666666666666
FGA0049 - PROJETO DE SISTEMAS AEROESPACIAIS;1;2022;2;GIANCARLO SANTILLI;60h;246T23;30;6;FGA - CONTEINER 04;Cont-4;Container;45;2T2 - Segunda 14h;20.0;13.333333333333334;66.66666666666666
FGA0049 - PROJETO DE SISTEMAS AEROESPACIAIS;1;2022;2;GIANCARLO SANTILLI;60h;246T23;30;6;FGA - CONTEINER 04;Cont-4;Container;45;2T3 - Segunda 15h;20.0;13.333333333333334;66.66666666666666
FGA0049 - PROJETO DE SISTEMAS AEROESPACIAIS;1;2022;2;GIANCARLO SANTILLI;60h;246T23;30;6;FGA - CONTEINER 04;Cont-4;Container;45;4T2 - Quarta 14h;20.0;13.333333333333334;66.66666666666666
FGA0049 - PROJETO DE SISTEMAS AEROESPACIAIS;1;2022;2;GIANCARLO SANTILLI;60h;246T23;30;6;FGA - CONTEINER 04;Cont-4;Container;45;4T3 - Quarta 15h;20.0;13.333333333333334;66.66666666666666
FGA0049 - PROJETO DE SISTEMAS AEROESPACIAIS;1;2022;2;GIANCARLO SANTILLI;60h;246T23;30;6;FGA - CONTEINER 04;Cont-4;Container;45;6T2 - Sexta 14h;20.0;13.333333333333334;66.66666666666666
FGA0049 - PROJETO DE SISTEMAS AEROESPACIAIS;1;2022;2;GIANCARLO SANTILLI;60h;246T23;30;6;FGA - CONTEINER 04;Cont-4;Container;45;6T3 - Sexta 15h;20.0;13.333333333333334;66.66666666666666
FGA0050 - DINÂMICA DE ESTRUTURAS AEROESPACIAIS;1;2022;2;SERGIO HENRIQUE DA SILVA CARNEIRO;60h;35M34;45;15;FGA - SALA I4;I04;UAC;45;3M3 - Terça 10h;33.33333333333333;33.33333333333333;100.0
FGA0050 - DINÂMICA DE ESTRUTURAS AEROESPACIAIS;1;2022;2;SERGIO HENRIQUE DA SILVA CARNEIRO;60h;35M34;45;15;FGA - SALA I4;I04;UAC;45;3M4 - Terça 11h;33.33333333333333;33.33333333333333;100.0
FGA0050 - DINÂMICA DE ESTRUTURAS AEROESPACIAIS;1;2022;2;SERGIO HENRIQUE DA SILVA CARNEIRO;60h;35M34;45;15;FGA - SALA I4;I04;UAC;45;5M3 - Quinta 10h;33.33333333333333;33.33333333333333;100.0
FGA0050 - DINÂMICA DE ESTRUTURAS AEROESPACIAIS;1;2022;2;SERGIO HENRIQUE DA SILVA CARNEIRO;60h;35M34;45;15;FGA - SALA I4;I04;UAC;45;5M4 - Quinta 11h;33.33333333333333;33.33333333333333;100.0
FGA0052 - PROPULSÃO AEROESPACIAL;1;2022;2;PAOLO GESSINI;30h;235M12;45;5;FGA - SALA I1;I01;UAC;45;2M1 - Segunda 08h;11.11111111111111;11.11111111111111;100.0
FGA0052 - PROPULSÃO AEROESPACIAL;1;2022;2;PAOLO GESSINI;30h;235M12;45;5;FGA - SALA I1;I01;UAC;45;2M2 - Segunda 09h;11.11111111111111;11.11111111111111;100.0
FGA0052 - PROPULSÃO AEROESPACIAL;1;2022;2;PAOLO GESSINI;30h;235M12;45;5;FGA - SALA I1;I01;UAC;45;3M1 - Terça 08h;11.11111111111111;11.11111111111111;100.0
FGA0052 - PROPULSÃO AEROESPACIAL;1;2022;2;PAOLO GESSINI;30h;235M12;45;5;FGA - SALA I1;I01;UAC;45;3M2 - Terça 09h;11.11111111111111;11.11111111111111;100.0
FGA0052 - PROPULSÃO AEROESPACIAL;1;2022;2;PAOLO GESSINI;30h;235M12;45;5;FGA - SALA I1;I01;UAC;45;5M1 - Quinta 08h;11.11111111111111;11.11111111111111;100.0
FGA0052 - PROPULSÃO AEROESPACIAL;1;2022;2;PAOLO GESSINI;30h;235M12;45;5;FGA - SALA I1;I01;UAC;45;5M2 - Quinta 09h;11.11111111111111;11.11111111111111;100.0
FGA0052 - PROPULSÃO AEROESPACIAL;1;2022;2;JUNGPYO LEE;60h;235M12;45;5;FGA - SALA I1;I01;UAC;45;2M1 - Segunda 08h;11.11111111111111;11.11111111111111;100.0
FGA0052 - PROPULSÃO AEROESPACIAL;1;2022;2;JUNGPYO LEE;60h;235M12;45;5;FGA - SALA I1;I01;UAC;45;2M2 - Segunda 09h;11.11111111111111;11.11111111111111;100.0
FGA0052 - PROPULSÃO AEROESPACIAL;1;2022;2;JUNGPYO LEE;60h;235M12;45;5;FGA - SALA I1;I01;UAC;45;3M1 - Terça 08h;11.11111111111111;11.11111111111111;100.0
FGA0052 - PROPULSÃO AEROESPACIAL;1;2022;2;JUNGPYO LEE;60h;235M12;45;5;FGA - SALA I1;I01;UAC;45;3M2 - Terça 09h;11.11111111111111;11.11111111111111;100.0
FGA0052 - PROPULSÃO AEROESPACIAL;1;2022;2;JUNGPYO LEE;60h;235M12;45;5;FGA - SALA I1;I01;UAC;45;5M1 - Quinta 08h;11.11111111111111;11.11111111111111;100.0
FGA0052 - PROPULSÃO AEROESPACIAL;1;2022;2;JUNGPYO LEE;60h;235M12;45;5;FGA - SALA I1;I01;UAC;45;5M2 - Quinta 09h;11.11111111111111;11.11111111111111;100.0
FGA0053 - TÓPICOS ESPECIAIS EM PROGRAMAÇÃO;1;2022;2;EDSON ALVES DA COSTA JUNIOR;60h;46T45;44;29;FGA - SALAS S7 e I7;S07;UAC;60;4T4 - Quarta 16h;65.9090909090909;48.333333333333336;73.33333333333333
FGA0053 - TÓPICOS ESPECIAIS EM PROGRAMAÇÃO;1;2022;2;EDSON ALVES DA COSTA JUNIOR;60h;46T45;44;29;FGA - SALAS S7 e I7;S07;UAC;60;4T5 - Quarta 17h;65.9090909090909;48.333333333333336;73.33333333333333
FGA0053 - TÓPICOS ESPECIAIS EM PROGRAMAÇÃO;1;2022;2;EDSON ALVES DA COSTA JUNIOR;60h;46T45;44;29;FGA - SALAS S7 e I7;I07;UAC;40;6T4 - Sexta 16h;65.9090909090909;72.5;110.00000000000001
FGA0053 - TÓPICOS ESPECIAIS EM PROGRAMAÇÃO;1;2022;2;EDSON ALVES DA COSTA JUNIOR;60h;46T45;44;29;FGA - SALAS S7 e I7;I07;UAC;40;6T5 - Sexta 17h;65.9090909090909;72.5;110.00000000000001
